ticker,sector
GODFRYPHLP.NS,FAST_MOVING_CONSUMER_GOODS
GODIGIT.NS,FINANCIAL_SERVICES
GODREJAGRO.NS,FAST_MOVING_CONSUMER_GOODS
GODREJCP.NS,FAST_MOVING_CONSUMER_GOODS
GODREJIND.NS,DIVERSIFIED
GODREJPROP.NS,REALTY
GOKEX.NS,UNKNOWN
GOKUL.NS,UNKNOWN
GOKULAGRO.NS,UNKNOWN
GOLDENTOBC.NS,UNKNOWN
GOLDIAM.NS,UNKNOWN
GOLDTECH.NS,UNKNOWN
GOODLUCK.NS,UNKNOWN
GOPAL.NS,UNKNOWN
GOYALALUM.NS,UNKNOWN
GPIL.NS,CAPITAL_GOODS
GPPL.NS,UNKNOWN
GPTHEALTH.NS,UNKNOWN
GPTINFRA.NS,UNKNOWN
GRANULES.NS,HEALTHCARE
GRAPHITE.NS,CAPITAL_GOODS
GRASIM.NS,CONSTRUCTION_MATERIALS
GRAVITA.NS,METALS_AND_MINING
GREAVESCOT.NS,UNKNOWN
GREENLAM.NS,UNKNOWN
GREENPANEL.NS,UNKNOWN
GREENPLY.NS,UNKNOWN
GREENPOWER.NS,UNKNOWN
GRINDWELL.NS,UNKNOWN
GRINFRA.NS,UNKNOWN
GRMOVER.NS,UNKNOWN
GROBTEA.NS,UNKNOWN
GROWW.NS,UNKNOWN
GRPLTD.NS,UNKNOWN
GRSE.NS,CAPITAL_GOODS
GRWRHITECH.NS,UNKNOWN
GSFC.NS,UNKNOWN
GSLSU.NS,UNKNOWN
GSPL.NS,OIL_GAS_AND_CONSUMABLE_FUELS
GSS.NS,UNKNOWN
GTECJAINX.NS,UNKNOWN
GTL.NS,UNKNOWN
GTLINFRA.NS,UNKNOWN
GTPL.NS,UNKNOWN
GUFICBIO.NS,UNKNOWN
GUJALKALI.NS,UNKNOWN
GUJAPOLLO.NS,UNKNOWN
GUJGASLTD.NS,OIL_GAS_AND_CONSUMABLE_FUELS
GUJRAFFIA.NS,UNKNOWN
GUJTHEM.NS,UNKNOWN
GULFOILLUB.NS,UNKNOWN
GULFPETRO.NS,UNKNOWN
GULPOLY.NS,UNKNOWN
GVKPIL.NS,UNKNOWN
GVPIL.NS,UNKNOWN
GVPTECH.NS,UNKNOWN
GVT&D.NS,CAPITAL_GOODS
HAL.NS,CAPITAL_GOODS
HAPPSTMNDS.NS,INFORMATION_TECHNOLOGY
HAPPYFORGE.NS,UNKNOWN
HARDWYN.NS,UNKNOWN
HARIOMPIPE.NS,UNKNOWN
HARRMALAYA.NS,UNKNOWN
HARSHA.NS,UNKNOWN
HATHWAY.NS,UNKNOWN
HATSUN.NS,UNKNOWN
HAVELLS.NS,CONSUMER_DURABLES
HAVISHA.NS,UNKNOWN
HBLENGINE.NS,CAPITAL_GOODS
HBSL.NS,UNKNOWN
HCC.NS,UNKNOWN
HCG.NS,UNKNOWN
HCL-INSYS.NS,UNKNOWN
HCLTECH.NS,INFORMATION_TECHNOLOGY
HDBFS.NS,UNKNOWN
HDFCAMC.NS,FINANCIAL_SERVICES
HDFCBANK.NS,FINANCIAL_SERVICES
HDFCLIFE.NS,FINANCIAL_SERVICES
HDIL.NS,UNKNOWN
HEADSUP.NS,UNKNOWN
HECPROJECT.NS,UNKNOWN
HEG.NS,CAPITAL_GOODS
HEIDELBERG.NS,UNKNOWN
HEMIPROP.NS,UNKNOWN
HERANBA.NS,UNKNOWN
HERCULES.NS,UNKNOWN
HERITGFOOD.NS,UNKNOWN
HEROMOTOCO.NS,AUTOMOBILE_AND_AUTO_COMPONENTS
HESTERBIO.NS,UNKNOWN
HEUBACHIND.NS,UNKNOWN
HEXATRADEX.NS,UNKNOWN
HEXT.NS,INFORMATION_TECHNOLOGY
HFCL.NS,TELECOMMUNICATION
HGINFRA.NS,UNKNOWN
HGM.NS,UNKNOWN
HGS.NS,UNKNOWN
HIKAL.NS,UNKNOWN
HILINFRA.NS,UNKNOWN
HILTON.NS,UNKNOWN
HIMATSEIDE.NS,UNKNOWN
HINDALCO.NS,METALS_AND_MINING
HINDCOMPOS.NS,UNKNOWN
HINDCON.NS,UNKNOWN
HINDCOPPER.NS,METALS_AND_MINING
HINDOILEXP.NS,UNKNOWN
HINDPETRO.NS,OIL_GAS_AND_CONSUMABLE_FUELS
HINDUNILVR.NS,FAST_MOVING_CONSUMER_GOODS
HINDWAREAP.NS,UNKNOWN
HINDZINC.NS,METALS_AND_MINING
HIRECT.NS,UNKNOWN
HISARMETAL.NS,UNKNOWN
HITECH.NS,UNKNOWN
HITECHCORP.NS,UNKNOWN
HITECHGEAR.NS,UNKNOWN
HLEGLAS.NS,UNKNOWN
HLVLTD.NS,UNKNOWN
HMAAGRO.NS,UNKNOWN
HMT.NS,UNKNOWN
HMVL.NS,UNKNOWN
HNDFDS.NS,UNKNOWN
HOMEFIRST.NS,FINANCIAL_SERVICES
HONASA.NS,FAST_MOVING_CONSUMER_GOODS
HONAUT.NS,CAPITAL_GOODS
HONDAPOWER.NS,UNKNOWN
HPAL.NS,UNKNOWN
HPIL.NS,UNKNOWN
HPL.NS,UNKNOWN
HSCL.NS,CHEMICALS
HTMEDIA.NS,UNKNOWN
HUBTOWN.NS,UNKNOWN
HUDCO.NS,FINANCIAL_SERVICES
HUHTAMAKI.NS,UNKNOWN
HYBRIDFIN.NS,UNKNOWN
HYUNDAI.NS,AUTOMOBILE_AND_AUTO_COMPONENTS
ICDSLTD.NS,UNKNOWN
ICEMAKE.NS,UNKNOWN
ICICIBANK.NS,FINANCIAL_SERVICES
ICICIGI.NS,FINANCIAL_SERVICES
ICICIPRULI.NS,FINANCIAL_SERVICES
ICIL.NS,UNKNOWN
ICRA.NS,UNKNOWN
IDBI.NS,FINANCIAL_SERVICES
IDEA.NS,TELECOMMUNICATION
IDEAFORGE.NS,UNKNOWN
IDFCFIRSTB.NS,FINANCIAL_SERVICES
IEX.NS,FINANCIAL_SERVICES
IFBAGRO.NS,UNKNOWN
IFBIND.NS,UNKNOWN
IFCI.NS,FINANCIAL_SERVICES
IFGLEXPOR.NS,UNKNOWN
IGARASHI.NS,UNKNOWN
IGCL.NS,UNKNOWN
IGIL.NS,SERVICES
IGL.NS,OIL_GAS_AND_CONSUMABLE_FUELS
IGPL.NS,UNKNOWN
IIFL.NS,FINANCIAL_SERVICES
IIFLCAPS.NS,UNKNOWN
IITL.NS,UNKNOWN
IKIO.NS,UNKNOWN
IKS.NS,INFORMATION_TECHNOLOGY
IL&FSENGG.NS,UNKNOWN
IL&FSTRANS.NS,UNKNOWN
IMAGICAA.NS,UNKNOWN
IMFA.NS,UNKNOWN
IMPAL.NS,UNKNOWN
IMPEXFERRO.NS,UNKNOWN
INCREDIBLE.NS,UNKNOWN
INDBANK.NS,UNKNOWN
INDGN.NS,HEALTHCARE
INDHOTEL.NS,CONSUMER_SERVICES
INDIACEM.NS,CONSTRUCTION_MATERIALS
INDIAGLYCO.NS,UNKNOWN
INDIAMART.NS,CONSUMER_SERVICES
INDIANB.NS,FINANCIAL_SERVICES
INDIANCARD.NS,UNKNOWN
INDIANHUME.NS,UNKNOWN
INDIASHLTR.NS,UNKNOWN
INDIGO.NS,SERVICES
INDIGOPNTS.NS,UNKNOWN
INDIQUBE.NS,UNKNOWN
INDNIPPON.NS,UNKNOWN
INDOAMIN.NS,UNKNOWN
INDOBORAX.NS,UNKNOWN
INDOCO.NS,UNKNOWN
INDOFARM.NS,UNKNOWN
INDORAMA.NS,UNKNOWN
INDOSTAR.NS,UNKNOWN
INDOTECH.NS,UNKNOWN
INDOTHAI.NS,UNKNOWN
INDOUS.NS,UNKNOWN
INDOWIND.NS,UNKNOWN
INDRAMEDCO.NS,UNKNOWN
INDSWFTLAB.NS,UNKNOWN
INDTERRAIN.NS,UNKNOWN
INDUSINDBK.NS,FINANCIAL_SERVICES
INDUSTOWER.NS,TELECOMMUNICATION
INFIBEAM.NS,UNKNOWN
INFOBEAN.NS,UNKNOWN
INFOMEDIA.NS,UNKNOWN
INFY.NS,INFORMATION_TECHNOLOGY
INGERRAND.NS,UNKNOWN
INNOVACAP.NS,UNKNOWN
INNOVANA.NS,UNKNOWN
INOXGREEN.NS,UNKNOWN
INOXINDIA.NS,CAPITAL_GOODS
INOXWIND.NS,CAPITAL_GOODS
INSECTICID.NS,UNKNOWN
INSPIRISYS.NS,UNKNOWN
INTELLECT.NS,INFORMATION_TECHNOLOGY
INTENTECH.NS,UNKNOWN
INTERARCH.NS,UNKNOWN
INTLCONV.NS,UNKNOWN
INVENTURE.NS,UNKNOWN
IOB.NS,FINANCIAL_SERVICES
IOC.NS,OIL_GAS_AND_CONSUMABLE_FUELS
IOLCP.NS,UNKNOWN
IONEXCHANG.NS,UNKNOWN
IPCALAB.NS,HEALTHCARE
IPL.NS,UNKNOWN
IRB.NS,CONSTRUCTION
IRCON.NS,CONSTRUCTION
IRCTC.NS,CONSUMER_SERVICES
IREDA.NS,FINANCIAL_SERVICES
IRFC.NS,FINANCIAL_SERVICES
IRIS.NS,UNKNOWN
IRISDOREME.NS,UNKNOWN
IRMENERGY.NS,UNKNOWN
ISFT.NS,UNKNOWN
ISGEC.NS,UNKNOWN
ISHANCH.NS,UNKNOWN
ITC.NS,FAST_MOVING_CONSUMER_GOODS
ITCHOTELS.NS,CONSUMER_SERVICES
ITDC.NS,UNKNOWN
ITI.NS,TELECOMMUNICATION
IVALUE.NS,UNKNOWN
IVC.NS,UNKNOWN
IVP.NS,UNKNOWN
IXIGO.NS,UNKNOWN
IZMO.NS,UNKNOWN
J&KBANK.NS,FINANCIAL_SERVICES
JAGRAN.NS,UNKNOWN
JAGSNPHARM.NS,UNKNOWN
JAIBALAJI.NS,UNKNOWN
JAICORPLTD.NS,UNKNOWN
JAINREC.NS,UNKNOWN
JAIPURKURT.NS,UNKNOWN
JAMNAAUTO.NS,UNKNOWN
JARO.NS,UNKNOWN
JASH.NS,UNKNOWN
JAYAGROGN.NS,UNKNOWN
JAYBARMARU.NS,UNKNOWN
JAYNECOIND.NS,UNKNOWN
JAYSREETEA.NS,UNKNOWN
JBCHEPHARM.NS,HEALTHCARE
JBMA.NS,AUTOMOBILE_AND_AUTO_COMPONENTS
JCHAC.NS,UNKNOWN
JETFREIGHT.NS,UNKNOWN
JGCHEM.NS,UNKNOWN
JHS.NS,UNKNOWN
JINDALPHOT.NS,UNKNOWN
JINDALPOLY.NS,UNKNOWN
JINDALSAW.NS,CAPITAL_GOODS
JINDALSTEL.NS,METALS_AND_MINING
JINDRILL.NS,UNKNOWN
JINDWORLD.NS,UNKNOWN
JIOFIN.NS,FINANCIAL_SERVICES
JISLDVREQS.NS,UNKNOWN
JISLJALEQS.NS,UNKNOWN
JITFINFRA.NS,UNKNOWN
JKCEMENT.NS,CONSTRUCTION_MATERIALS
JKIL.NS,UNKNOWN
JKIPL.NS,UNKNOWN
JKLAKSHMI.NS,UNKNOWN
JKPAPER.NS,UNKNOWN
JKTYRE.NS,AUTOMOBILE_AND_AUTO_COMPONENTS
JLHL.NS,UNKNOWN
JMA.NS,UNKNOWN
JMFINANCIL.NS,FINANCIAL_SERVICES
JNKINDIA.NS,UNKNOWN
JOCIL.NS,UNKNOWN
JPOLYINVST.NS,UNKNOWN
JPPOWER.NS,POWER
JSFB.NS,UNKNOWN
JSL.NS,METALS_AND_MINING
JSLL.NS,UNKNOWN
JSWCEMENT.NS,UNKNOWN
JSWENERGY.NS,POWER
JSWHL.NS,UNKNOWN
JSWINFRA.NS,SERVICES
JSWSTEEL.NS,METALS_AND_MINING
JTEKTINDIA.NS,UNKNOWN
JTLIND.NS,UNKNOWN
JUBLCPL.NS,UNKNOWN
JUBLFOOD.NS,CONSUMER_SERVICES
JUBLINGREA.NS,CHEMICALS
JUBLPHARMA.NS,HEALTHCARE
JUNIPER.NS,UNKNOWN
JUSTDIAL.NS,UNKNOWN
JWL.NS,CAPITAL_GOODS
JYOTHYLAB.NS,FAST_MOVING_CONSUMER_GOODS
JYOTICNC.NS,CAPITAL_GOODS
JYOTISTRUC.NS,UNKNOWN
KABRAEXTRU.NS,UNKNOWN
KAJARIACER.NS,CONSUMER_DURABLES
KAKATCEM.NS,UNKNOWN
KALAMANDIR.NS,UNKNOWN
KALPATARU.NS,UNKNOWN
KALYANI.NS,UNKNOWN
KALYANIFRG.NS,UNKNOWN
KALYANKJIL.NS,CONSUMER_DURABLES
KAMATHOTEL.NS,UNKNOWN
KAMDHENU.NS,UNKNOWN
KAMOPAINTS.NS,UNKNOWN
KANANIIND.NS,UNKNOWN
KANORICHEM.NS,UNKNOWN
KANPRPLA.NS,UNKNOWN
KANSAINER.NS,UNKNOWN
KAPSTON.NS,UNKNOWN
KARMAENG.NS,UNKNOWN
KARURVYSYA.NS,FINANCIAL_SERVICES
KAUSHALYA.NS,UNKNOWN
KAVDEFENCE.NS,UNKNOWN
KAYA.NS,UNKNOWN
KAYNES.NS,CAPITAL_GOODS
KCP.NS,UNKNOWN
KCPSUGIND.NS,UNKNOWN
KDDL.NS,UNKNOWN
KEC.NS,CONSTRUCTION
KECL.NS,UNKNOWN
KEEPLEARN.NS,UNKNOWN
KEI.NS,CAPITAL_GOODS
KELLTONTEC.NS,UNKNOWN
KERNEX.NS,UNKNOWN
KESORAMIND.NS,UNKNOWN
KEYFINSERV.NS,UNKNOWN
KFINTECH.NS,FINANCIAL_SERVICES
KHADIM.NS,UNKNOWN
KHAICHEM.NS,UNKNOWN
KHAITANLTD.NS,UNKNOWN
KHANDSE.NS,UNKNOWN
KICL.NS,UNKNOWN
KILITCH.NS,UNKNOWN
KIMS.NS,HEALTHCARE
KINGFA.NS,UNKNOWN
KIOCL.NS,UNKNOWN
KIRIINDUS.NS,UNKNOWN
KIRLOSBROS.NS,CAPITAL_GOODS
KIRLOSENG.NS,CAPITAL_GOODS
KIRLOSIND.NS,UNKNOWN
KIRLPNU.NS,UNKNOWN
KITEX.NS,UNKNOWN
KKCL.NS,UNKNOWN
KMEW.NS,UNKNOWN
KMSUGAR.NS,UNKNOWN
KNRCON.NS,UNKNOWN
KOHINOOR.NS,UNKNOWN
KOKUYOCMLN.NS,UNKNOWN
KOLTEPATIL.NS,UNKNOWN
KOPRAN.NS,UNKNOWN
KOTAKBANK.NS,FINANCIAL_SERVICES
KOTARISUG.NS,UNKNOWN
KOTHARIPET.NS,UNKNOWN
KOTHARIPRO.NS,UNKNOWN
KPEL.NS,UNKNOWN
KPIGREEN.NS,UNKNOWN
KPIL.NS,CONSTRUCTION
KPITTECH.NS,INFORMATION_TECHNOLOGY
KPRMILL.NS,TEXTILES
KRBL.NS,UNKNOWN
KREBSBIO.NS,UNKNOWN
KRIDHANINF.NS,UNKNOWN
KRISHANA.NS,UNKNOWN
KRISHIVAL.NS,UNKNOWN
KRITI.NS,UNKNOWN
KRITIKA.NS,UNKNOWN
KRITINUT.NS,UNKNOWN
KRN.NS,UNKNOWN
KRONOX.NS,UNKNOWN
KROSS.NS,UNKNOWN
KRSNAA.NS,UNKNOWN
KRYSTAL.NS,UNKNOWN
KSB.NS,CAPITAL_GOODS
KSCL.NS,UNKNOWN
KSHITIJPOL.NS,UNKNOWN
KSL.NS,UNKNOWN
KSOLVES.NS,UNKNOWN
KTKBANK.NS,UNKNOWN
KUANTUM.NS,UNKNOWN
LAGNAM.NS,UNKNOWN
LAKPRE.NS,UNKNOWN
LAL.NS,UNKNOWN
LALPATHLAB.NS,HEALTHCARE
LAMBODHARA.NS,UNKNOWN
LANCORHOL.NS,UNKNOWN
LANDMARK.NS,UNKNOWN
LAOPALA.NS,UNKNOWN
LASA.NS,UNKNOWN
LATENTVIEW.NS,INFORMATION_TECHNOLOGY
LATTEYS.NS,UNKNOWN
LAURUSLABS.NS,HEALTHCARE
LAXMICOT.NS,UNKNOWN
LAXMIDENTL.NS,UNKNOWN
LAXMIINDIA.NS,UNKNOWN
LCCINFOTEC.NS,UNKNOWN
LEMONTREE.NS,CONSUMER_SERVICES
LENSKART.NS,UNKNOWN
LEXUS.NS,UNKNOWN
LFIC.NS,UNKNOWN
LGBBROSLTD.NS,UNKNOWN
LGEINDIA.NS,UNKNOWN
LGHL.NS,UNKNOWN
LIBAS.NS,UNKNOWN
LIBERTSHOE.NS,UNKNOWN
LICHSGFIN.NS,FINANCIAL_SERVICES
LICI.NS,FINANCIAL_SERVICES
LIKHITHA.NS,UNKNOWN
LINC.NS,UNKNOWN
LINCOLN.NS,UNKNOWN
LINDEINDIA.NS,CHEMICALS
LLOYDSENGG.NS,UNKNOWN
LLOYDSENT.NS,UNKNOWN
LLOYDSME.NS,METALS_AND_MINING
LMW.NS,UNKNOWN
LODHA.NS,REALTY
LOKESHMACH.NS,UNKNOWN
LORDSCHLO.NS,UNKNOWN
LOTUSDEV.NS,UNKNOWN
LOTUSEYE.NS,UNKNOWN
LOVABLE.NS,UNKNOWN
LOYALTEX.NS,UNKNOWN
LPDC.NS,UNKNOWN
LT.NS,CONSTRUCTION
LTF.NS,FINANCIAL_SERVICES
LTFOODS.NS,FAST_MOVING_CONSUMER_GOODS
LTIM.NS,INFORMATION_TECHNOLOGY
LTTS.NS,INFORMATION_TECHNOLOGY
LUMAXIND.NS,UNKNOWN
LUMAXTECH.NS,UNKNOWN
LUPIN.NS,HEALTHCARE
LUXIND.NS,UNKNOWN
LXCHEM.NS,UNKNOWN
LYKALABS.NS,UNKNOWN
LYPSAGEMS.NS,UNKNOWN
M&M.NS,AUTOMOBILE_AND_AUTO_COMPONENTS
M&MFIN.NS,FINANCIAL_SERVICES
MAANALU.NS,UNKNOWN
MACPOWER.NS,UNKNOWN
MADHAV.NS,UNKNOWN
MADHUCON.NS,UNKNOWN
MADRASFERT.NS,UNKNOWN
MAGADSUGAR.NS,UNKNOWN
MAGNUM.NS,UNKNOWN
MAHABANK.NS,FINANCIAL_SERVICES
MAHAPEXLTD.NS,UNKNOWN
MAHASTEEL.NS,UNKNOWN
MAHEPC.NS,UNKNOWN
MAHESHWARI.NS,UNKNOWN
MAHLIFE.NS,UNKNOWN
MAHLOG.NS,UNKNOWN
MAHSCOOTER.NS,FINANCIAL_SERVICES
MAHSEAMLES.NS,CAPITAL_GOODS
MAITHANALL.NS,UNKNOWN
MALLCOM.NS,UNKNOWN
MALUPAPER.NS,UNKNOWN
MAMATA.NS,UNKNOWN
MANAKALUCO.NS,UNKNOWN
MANAKCOAT.NS,UNKNOWN
MANAKSIA.NS,UNKNOWN
MANAKSTEEL.NS,UNKNOWN
MANALIPETC.NS,UNKNOWN
MANAPPURAM.NS,FINANCIAL_SERVICES
MANBA.NS,UNKNOWN
MANCREDIT.NS,UNKNOWN
MANGALAM.NS,UNKNOWN
MANGLMCEM.NS,UNKNOWN
MANINDS.NS,UNKNOWN
MANINFRA.NS,UNKNOWN
MANKIND.NS,HEALTHCARE
MANOMAY.NS,UNKNOWN
MANORAMA.NS,UNKNOWN
MANORG.NS,UNKNOWN
MANUGRAPH.NS,UNKNOWN
MANYAVAR.NS,CONSUMER_SERVICES
MAPMYINDIA.NS,INFORMATION_TECHNOLOGY
MARALOVER.NS,UNKNOWN
MARATHON.NS,UNKNOWN
MARICO.NS,FAST_MOVING_CONSUMER_GOODS
MARINE.NS,UNKNOWN
MARKOLINES.NS,UNKNOWN
MARKSANS.NS,UNKNOWN
MARUTI.NS,AUTOMOBILE_AND_AUTO_COMPONENTS
MASFIN.NS,UNKNOWN
MASKINVEST.NS,UNKNOWN
MASTEK.NS,UNKNOWN
MASTERTR.NS,UNKNOWN
MATRIMONY.NS,UNKNOWN
MAWANASUG.NS,UNKNOWN
MAXESTATES.NS,UNKNOWN
MAXHEALTH.NS,HEALTHCARE
MAXIND.NS,UNKNOWN
MAYURUNIQ.NS,UNKNOWN
MAZDA.NS,UNKNOWN
MAZDOCK.NS,CAPITAL_GOODS
MBAPL.NS,UNKNOWN
MBEL.NS,UNKNOWN
MBLINFRA.NS,UNKNOWN
MCL.NS,UNKNOWN
MCLEODRUSS.NS,UNKNOWN
MCLOUD.NS,UNKNOWN
MCX.NS,FINANCIAL_SERVICES
MEDANTA.NS,HEALTHCARE
MEDIASSIST.NS,UNKNOWN
MEDICAMEQ.NS,UNKNOWN
MEDICO.NS,UNKNOWN
MEDPLUS.NS,UNKNOWN
MEGASOFT.NS,UNKNOWN
MEGASTAR.NS,UNKNOWN
MEIL.NS,UNKNOWN
MENONBE.NS,UNKNOWN
MEP.NS,UNKNOWN
METROBRAND.NS,UNKNOWN
METROPOLIS.NS,HEALTHCARE
MFML.NS,UNKNOWN
MFSL.NS,FINANCIAL_SERVICES
MGEL.NS,UNKNOWN
MGL.NS,OIL_GAS_AND_CONSUMABLE_FUELS
MHLXMIRU.NS,UNKNOWN
MHRIL.NS,UNKNOWN
MICEL.NS,UNKNOWN
MIDHANI.NS,UNKNOWN
MIDWESTLTD.NS,UNKNOWN
MINDACORP.NS,AUTOMOBILE_AND_AUTO_COMPONENTS
MINDTECK.NS,UNKNOWN
MIRCELECTR.NS,UNKNOWN
MIRZAINT.NS,UNKNOWN
MITCON.NS,UNKNOWN
MITTAL.NS,UNKNOWN
MKPL.NS,UNKNOWN
MMFL.NS,UNKNOWN
MMP.NS,UNKNOWN
MMTC.NS,SERVICES
MOBIKWIK.NS,UNKNOWN
MODIRUBBER.NS,UNKNOWN
MODIS.NS,UNKNOWN
MODISONLTD.NS,UNKNOWN
MODTHREAD.NS,UNKNOWN
MOHITIND.NS,UNKNOWN
MOIL.NS,UNKNOWN
MOKSH.NS,UNKNOWN
MOL.NS,UNKNOWN
MOLDTECH.NS,UNKNOWN
MOLDTKPAC.NS,UNKNOWN
MONARCH.NS,UNKNOWN
MONEYBOXX.NS,UNKNOWN
MONTECARLO.NS,UNKNOWN
MORARJEE.NS,UNKNOWN
MOREPENLAB.NS,UNKNOWN
MOSCHIP.NS,UNKNOWN
MOTHERSON.NS,AUTOMOBILE_AND_AUTO_COMPONENTS
MOTILALOFS.NS,FINANCIAL_SERVICES
MOTISONS.NS,UNKNOWN
MOTOGENFIN.NS,UNKNOWN
MPHASIS.NS,INFORMATION_TECHNOLOGY
MPSLTD.NS,UNKNOWN
MRF.NS,AUTOMOBILE_AND_AUTO_COMPONENTS
MRPL.NS,OIL_GAS_AND_CONSUMABLE_FUELS
MSPL.NS,UNKNOWN
MSTCLTD.NS,UNKNOWN
MSUMI.NS,AUTOMOBILE_AND_AUTO_COMPONENTS
MTARTECH.NS,UNKNOWN
MTEDUCARE.NS,UNKNOWN
MTNL.NS,UNKNOWN
MUFIN.NS,UNKNOWN
MUFTI.NS,UNKNOWN
MUKANDLTD.NS,UNKNOWN
MUKKA.NS,UNKNOWN
MUKTAARTS.NS,UNKNOWN
MUNJALAU.NS,UNKNOWN
MUNJALSHOW.NS,UNKNOWN
MURUDCERA.NS,UNKNOWN
MUTHOOTCAP.NS,UNKNOWN
MUTHOOTFIN.NS,FINANCIAL_SERVICES
MUTHOOTMF.NS,UNKNOWN
MVGJL.NS,UNKNOWN
MWL.NS,UNKNOWN
NACLIND.NS,UNKNOWN
NAGAFERT.NS,UNKNOWN
NAGREEKCAP.NS,UNKNOWN
NAGREEKEXP.NS,UNKNOWN
NAHARCAP.NS,UNKNOWN
NAHARINDUS.NS,UNKNOWN
NAHARPOLY.NS,UNKNOWN
NAHARSPING.NS,UNKNOWN
NAM-INDIA.NS,FINANCIAL_SERVICES
NARMADA.NS,UNKNOWN
NATCAPSUQ.NS,UNKNOWN
NATCOPHARM.NS,HEALTHCARE
NATHBIOGEN.NS,UNKNOWN
NATIONALUM.NS,METALS_AND_MINING
NAUKRI.NS,CONSUMER_SERVICES
NAVA.NS,POWER
NAVINFLUOR.NS,CHEMICALS
NAVKARCORP.NS,UNKNOWN
NAVKARURB.NS,UNKNOWN
NAVNETEDUL.NS,UNKNOWN
NAZARA.NS,UNKNOWN
NBCC.NS,CONSTRUCTION
NBIFIN.NS,UNKNOWN
NCC.NS,CONSTRUCTION
NCLIND.NS,UNKNOWN
NDGL.NS,UNKNOWN
NDL.NS,UNKNOWN
NDLVENTURE.NS,UNKNOWN
NDRAUTO.NS,UNKNOWN
NDTV.NS,UNKNOWN
NECCLTD.NS,UNKNOWN
NECLIFE.NS,UNKNOWN
NELCAST.NS,UNKNOWN
NELCO.NS,UNKNOWN
NEOGEN.NS,UNKNOWN
NESCO.NS,UNKNOWN
NESTLEIND.NS,FAST_MOVING_CONSUMER_GOODS
NETWEB.NS,INFORMATION_TECHNOLOGY
NETWORK18.NS,UNKNOWN
NEULANDLAB.NS,HEALTHCARE
NEWGEN.NS,INFORMATION_TECHNOLOGY
NEXTMEDIA.NS,UNKNOWN
NFL.NS,UNKNOWN
NGIL.NS,UNKNOWN
NGLFINE.NS,UNKNOWN
NH.NS,HEALTHCARE
NHPC.NS,POWER
NIACL.NS,FINANCIAL_SERVICES
NIBE.NS,UNKNOWN
NIBL.NS,UNKNOWN
NIITLTD.NS,UNKNOWN
NIITMTS.NS,UNKNOWN
NILAINFRA.NS,UNKNOWN
NILASPACES.NS,UNKNOWN
NILKAMAL.NS,UNKNOWN
NINSYS.NS,UNKNOWN
NIPPOBATRY.NS,UNKNOWN
NIRAJ.NS,UNKNOWN
NIRAJISPAT.NS,UNKNOWN
NITCO.NS,UNKNOWN
NITINSPIN.NS,UNKNOWN
NITIRAJ.NS,UNKNOWN
NIVABUPA.NS,FINANCIAL_SERVICES
NKIND.NS,UNKNOWN
NLCINDIA.NS,POWER
NMDC.NS,METALS_AND_MINING
NOCIL.NS,UNKNOWN
NOIDATOLL.NS,UNKNOWN
NORBTEAEXP.NS,UNKNOWN
NORTHARC.NS,UNKNOWN
NOVAAGRI.NS,UNKNOWN
NPST.NS,UNKNOWN
NRAIL.NS,UNKNOWN
NRBBEARING.NS,UNKNOWN
NRL.NS,UNKNOWN
NSIL.NS,UNKNOWN
NSLNISP.NS,METALS_AND_MINING
NTPC.NS,POWER
NTPCGREEN.NS,POWER
NUCLEUS.NS,UNKNOWN
NURECA.NS,UNKNOWN
NUVAMA.NS,FINANCIAL_SERVICES
NUVOCO.NS,CONSTRUCTION_MATERIALS
NYKAA.NS,CONSUMER_SERVICES
OAL.NS,UNKNOWN
OBCL.NS,UNKNOWN
OBEROIRLTY.NS,REALTY
OCCLLTD.NS,UNKNOWN
ODIGMA.NS,UNKNOWN
OFSS.NS,INFORMATION_TECHNOLOGY
OIL.NS,OIL_GAS_AND_CONSUMABLE_FUELS
OILCOUNTUB.NS,UNKNOWN
OLAELEC.NS,AUTOMOBILE_AND_AUTO_COMPONENTS
OLECTRA.NS,AUTOMOBILE_AND_AUTO_COMPONENTS
OMAXAUTO.NS,UNKNOWN
OMAXE.NS,UNKNOWN
OMFREIGHT.NS,UNKNOWN
OMINFRAL.NS,UNKNOWN
OMKARCHEM.NS,UNKNOWN
ONELIFECAP.NS,UNKNOWN
ONEPOINT.NS,UNKNOWN
ONESOURCE.NS,HEALTHCARE
ONGC.NS,OIL_GAS_AND_CONSUMABLE_FUELS
ONMOBILE.NS,UNKNOWN
ONWARDTEC.NS,UNKNOWN
OPTIEMUS.NS,UNKNOWN
ORBTEXP.NS,UNKNOWN
ORCHASP.NS,UNKNOWN
ORCHPHARMA.NS,UNKNOWN
ORICONENT.NS,UNKNOWN
ORIENTALTL.NS,UNKNOWN
ORIENTBELL.NS,UNKNOWN
ORIENTCEM.NS,UNKNOWN
ORIENTCER.NS,UNKNOWN
ORIENTELEC.NS,UNKNOWN
ORIENTHOT.NS,UNKNOWN
ORIENTLTD.NS,UNKNOWN
ORIENTPPR.NS,UNKNOWN
ORIENTTECH.NS,UNKNOWN
ORISSAMINE.NS,UNKNOWN
ORKLAINDIA.NS,UNKNOWN
ORTEL.NS,UNKNOWN
ORTINGLOBE.NS,UNKNOWN
